Drug_A,Drug_B,Level,Drug_A_MolecularWeight,Drug_A_XLogP,Drug_A_ExactMass,Drug_A_TPSA,Drug_B_MolecularWeight,Drug_B_XLogP,Drug_B_ExactMass,Drug_B_TPSA,Drug_A_ID,Drug_B_ID,Level_ID
Acarbose,Gemifloxacin,Moderate,645.6,-8.5,645.24801352,321.0,389.4,-0.7,389.1499323,121.0,71,406,2
Goserelin,Acarbose,Moderate,1269.4,-1.5,1268.64143943,496.0,645.6,-8.5,645.24801352,321.0,75,71,2
Acarbose,Grepafloxacin,Moderate,645.6,-8.5,645.24801352,321.0,359.4,-0.2,359.16451973,72.9,71,202,2
Acarbose,Histrelin,Moderate,645.6,-8.5,645.24801352,321.0,1323.5,0.7,1322.66726025,449.0,71,407,2
Acarbose,Hydrochlorothiazide,Moderate,645.6,-8.5,645.24801352,321.0,297.7,-0.1,296.9644758,135.0,71,276,2
Acarbose,Hydrocortisone,Moderate,645.6,-8.5,645.24801352,321.0,362.5,1.6,362.20932405,94.8,71,41,2
Acarbose,Hydroflumethiazide,Moderate,645.6,-8.5,645.24801352,321.0,331.3,0.4,330.99083258,135.0,71,277,2
Acarbose,Idelalisib,Moderate,645.6,-8.5,645.24801352,321.0,415.4,3.7,415.15568639,99.2,71,940,2
Acarbose,Iloperidone,Moderate,645.6,-8.5,645.24801352,321.0,426.5,4.1,426.19548551,64.8,71,408,2
Acarbose,Indacaterol,Moderate,645.6,-8.5,645.24801352,321.0,392.5,3.3,392.20999276,81.6,71,126,2
Acarbose,Indapamide,Moderate,645.6,-8.5,645.24801352,321.0,365.8,2.9,365.0600902,101.0,71,278,2
Indinavir,Acarbose,Moderate,613.8,2.8,613.362805,118.0,645.6,-8.5,645.24801352,321.0,76,71,2
Acarbose,Isoniazid,Moderate,645.6,-8.5,645.24801352,321.0,137.14,-0.7,137.058911855,68.0,71,411,2
Acarbose,Isoprenaline,Moderate,645.6,-8.5,645.24801352,321.0,211.26,-0.6,211.1208434,72.7,71,129,2
Acarbose,Lanreotide,Moderate,645.6,-8.5,645.24801352,321.0,1096.3,2.5,1095.46702979,406.0,71,412,2
Acarbose,Leflunomide,Major,645.6,-8.5,645.24801352,321.0,270.21,2.5,270.06161202,55.1,71,488,3
Leuprolide,Acarbose,Moderate,1209.4,0.7,1208.64546218,432.0,645.6,-8.5,645.24801352,321.0,77,71,2
Acarbose,Levofloxacin,Moderate,645.6,-8.5,645.24801352,321.0,361.4,-0.4,361.14378429,73.3,71,22,2
Acarbose,Levonorgestrel,Moderate,645.6,-8.5,645.24801352,321.0,312.4,3.3,312.208930132,37.3,71,331,2
Acarbose,Levothyroxine,Moderate,645.6,-8.5,645.24801352,321.0,776.87,2.4,776.6867,92.8,71,131,2
Liothyronine,Acarbose,Moderate,650.97,1.7,650.7901,92.8,645.6,-8.5,645.24801352,321.0,78,71,2
Acarbose,Lomefloxacin,Moderate,645.6,-8.5,645.24801352,321.0,351.35,-0.8,351.1394478,72.9,71,413,2
Acarbose,Lomitapide,Major,645.6,-8.5,645.24801352,321.0,693.7,8.6,693.2789964,61.4,71,923,3
Acarbose,Lorcaserin,Moderate,645.6,-8.5,645.24801352,321.0,195.69,2.7,195.0814771,12.0,71,414,2
Acarbose,Lumateperone,Moderate,645.6,-8.5,645.24801352,321.0,393.5,3.8,393.22164069,26.8,71,415,2
Acarbose,Lurasidone,Moderate,645.6,-8.5,645.24801352,321.0,492.7,5.4,492.25589758,85.0,71,416,2
Acarbose,Mazindol,Moderate,645.6,-8.5,645.24801352,321.0,284.74,2.2,284.0716407,35.8,71,53,2
Acarbose,Medroxyprogesterone acetate,Moderate,645.6,-8.5,645.24801352,321.0,386.5,4.1,386.24570956,60.4,71,417,2
Acarbose,Megestrol acetate,Moderate,645.6,-8.5,645.24801352,321.0,384.5,3.1,384.2300595,60.4,71,418,2
Acarbose,Mephentermine,Moderate,645.6,-8.5,645.24801352,321.0,163.26,2.4,163.136099547,12.0,71,419,2
Acarbose,Mesoridazine,Moderate,645.6,-8.5,645.24801352,321.0,386.6,4.5,386.1486558,68.1,71,420,2
Acarbose,Orciprenaline,Moderate,645.6,-8.5,645.24801352,321.0,211.26,0.7,211.1208434,72.7,71,134,2
Acarbose,Metaraminol,Moderate,645.6,-8.5,645.24801352,321.0,167.2,-0.4,167.094628657,66.5,71,421,2
Acarbose,Metformin,Minor,645.6,-8.5,645.24801352,321.0,129.16,-1.3,129.10144537,91.5,71,9,1
Acarbose,Metamfetamine,Moderate,645.6,-8.5,645.24801352,321.0,149.23,2.1,149.120449483,12.0,71,135,2
Acarbose,Methazolamide,Moderate,645.6,-8.5,645.24801352,321.0,236.3,0.1,236.00378248,139.0,71,354,2
Acarbose,Methdilazine,Moderate,645.6,-8.5,645.24801352,321.0,296.4,5.2,296.13471982,31.8,71,422,2
Acarbose,Methotrexate,Moderate,645.6,-8.5,645.24801352,321.0,454.4,-1.8,454.17131583,211.0,71,280,2
Acarbose,Methotrimeprazine,Moderate,645.6,-8.5,645.24801352,321.0,328.5,4.7,328.16093457,41.0,71,423,2
Acarbose,Methoxamine,Moderate,645.6,-8.5,645.24801352,321.0,211.26,0.5,211.1208434,64.7,71,424,2
Acarbose,Methylcellulose,Minor,645.6,-8.5,645.24801352,321.0,454.5,-1.0,454.24141202,102.0,71,1059,1
Acarbose,Methylprednisolone,Moderate,645.6,-8.5,645.24801352,321.0,374.5,1.9,374.20932405,94.8,71,425,2
Acarbose,Metolazone,Moderate,645.6,-8.5,645.24801352,321.0,365.8,4.1,365.0600902,101.0,71,281,2
Acarbose,Midostaurin,Moderate,645.6,-8.5,645.24801352,321.0,570.6,4.8,570.22670545,77.7,71,426,2
Acarbose,Mipomersen,Major,645.6,-8.5,645.24801352,321.0,7158.0,-38.1,7154.9497165,3080.0,71,817,3
Moxifloxacin,Acarbose,Moderate,401.4,0.6,401.17508442,82.1,645.6,-8.5,645.24801352,321.0,79,71,2
Acarbose,Nalidixic acid,Moderate,645.6,-8.5,645.24801352,321.0,232.23,1.4,232.08479225,70.5,71,427,2
Acarbose,Naltrexone,Moderate,645.6,-8.5,645.24801352,321.0,341.4,1.9,341.16270821,70.0,71,1,2
Nelfinavir,Acarbose,Moderate,567.8,5.7,567.3130781,127.0,645.6,-8.5,645.24801352,321.0,80,71,2
Acarbose,Neomycin,Moderate,645.6,-8.5,645.24801352,321.0,614.6,-9.0,614.31228554,353.0,71,284,2
Acarbose,Niacin,Moderate,645.6,-8.5,645.24801352,321.0,123.11,0.4,123.032028402,50.2,71,428,2
Acarbose,Nicotinamide,Moderate,645.6,-8.5,645.24801352,321.0,122.12,-0.4,122.048012819,56.0,71,429,2
Acarbose,Norepinephrine,Moderate,645.6,-8.5,645.24801352,321.0,169.18,-1.2,169.07389321,86.7,71,430,2
Acarbose,Norethisterone,Moderate,645.6,-8.5,645.24801352,321.0,298.4,3.0,298.193280068,37.3,71,431,2
Acarbose,Norfloxacin,Moderate,645.6,-8.5,645.24801352,321.0,319.33,-1.0,319.13321961,72.9,71,432,2
Acarbose,Norgestrel,Moderate,645.6,-8.5,645.24801352,321.0,312.4,3.3,312.208930132,37.3,71,888,2
Octreotide,Acarbose,Moderate,1019.2,1.0,1018.44048069,383.0,645.6,-8.5,645.24801352,321.0,81,71,2
Acarbose,Ofloxacin,Moderate,645.6,-8.5,645.24801352,321.0,361.4,-0.4,361.14378429,73.3,71,433,2
Acarbose,Olanzapine,Moderate,645.6,-8.5,645.24801352,321.0,312.4,2.9,312.14086783,59.1,71,218,2
Acarbose,Omacetaxine mepesuccinate,Moderate,645.6,-8.5,645.24801352,321.0,545.6,0.8,545.26248182,124.0,71,434,2
Acarbose,Orlistat,Moderate,645.6,-8.5,645.24801352,321.0,495.7,10.0,495.39237379,81.7,71,435,2
Acarbose,Paliperidone,Moderate,645.6,-8.5,645.24801352,321.0,426.5,2.2,426.2067189,82.2,71,436,2
Acarbose,Pasireotide,Moderate,645.6,-8.5,645.24801352,321.0,1047.2,4.7,1046.50142372,281.0,71,437,2
Acarbose,Pentamidine,Moderate,645.6,-8.5,645.24801352,321.0,340.4,2.6,340.18992602,118.0,71,220,2
Acarbose,Perphenazine,Moderate,645.6,-8.5,645.24801352,321.0,404.0,4.2,403.1485113,55.3,71,221,2
Acarbose,Pexidartinib,Major,645.6,-8.5,645.24801352,321.0,417.8,4.5,417.0968077,66.5,71,1060,3
Acarbose,Phendimetrazine,Moderate,645.6,-8.5,645.24801352,321.0,191.27,1.9,191.131014166,12.5,71,142,2
Phentermine,Acarbose,Moderate,149.23,1.9,149.120449483,26.0,645.6,-8.5,645.24801352,321.0,56,71,2
Acarbose,Phenylephrine,Moderate,645.6,-8.5,645.24801352,321.0,167.2,-0.3,167.094628657,52.5,71,88,2
Acarbose,Phenylpropanolamine,Moderate,645.6,-8.5,645.24801352,321.0,151.21,0.8,151.099714038,46.3,71,144,2
Phenytoin,Acarbose,Moderate,252.27,2.5,252.08987763,58.2,645.6,-8.5,645.24801352,321.0,82,71,2
Acarbose,Pramlintide,Moderate,645.6,-8.5,645.24801352,321.0,3949.0,-15.7,3947.9240297,1740.0,71,508,2
Acarbose,Prednisolone,Moderate,645.6,-8.5,645.24801352,321.0,360.4,1.6,360.19367399,94.8,71,42,2
Acarbose,Prednisone,Moderate,645.6,-8.5,645.24801352,321.0,358.4,1.5,358.17802393,91.7,71,43,2
Acarbose,Prochlorperazine,Moderate,645.6,-8.5,645.24801352,321.0,373.9,4.9,373.1379466,35.0,71,223,2
Acarbose,Progesterone,Moderate,645.6,-8.5,645.24801352,321.0,314.5,3.9,314.224580195,34.1,71,438,2
Acarbose,Promazine,Moderate,645.6,-8.5,645.24801352,321.0,284.4,4.5,284.13471982,31.8,71,224,2
Acarbose,Promethazine,Moderate,645.6,-8.5,645.24801352,321.0,284.4,4.8,284.13471982,31.8,71,439,2
Acarbose,Propiomazine,Moderate,645.6,-8.5,645.24801352,321.0,340.5,4.8,340.16093457,48.9,71,440,2
Acarbose,Pseudoephedrine,Moderate,645.6,-8.5,645.24801352,321.0,165.23,0.9,165.115364102,32.3,71,297,2
Acarbose,Quetiapine,Moderate,645.6,-8.5,645.24801352,321.0,383.5,2.1,383.16674822,73.6,71,441,2
Acarbose,Quinestrol,Moderate,645.6,-8.5,645.24801352,321.0,364.5,5.3,364.240230259,29.5,71,442,2
Acarbose,Remdesivir,Moderate,645.6,-8.5,645.24801352,321.0,602.6,1.9,602.22539909,204.0,71,1061,2
Acarbose,Risperidone,Moderate,645.6,-8.5,645.24801352,321.0,410.5,2.7,410.21180428,61.9,71,231,2
Acarbose,Ritodrine,Moderate,645.6,-8.5,645.24801352,321.0,287.35,2.3,287.15214353,72.7,71,147,2
Acarbose,Ritonavir,Moderate,645.6,-8.5,645.24801352,321.0,720.9,6.0,720.312761,202.0,71,366,2
Acarbose,Salmeterol,Moderate,645.6,-8.5,645.24801352,321.0,415.6,3.9,415.27225866,82.0,71,149,2
Acarbose,Saquinavir,Moderate,645.6,-8.5,645.24801352,321.0,670.8,4.2,670.38426872,167.0,71,443,2
Sermorelin,Acarbose,Moderate,3357.9,-12.1,3356.8220541,1470.0,645.6,-8.5,645.24801352,321.0,83,71,2
Acarbose,Sibutramine,Moderate,645.6,-8.5,645.24801352,321.0,279.8,5.4,279.1753775,3.2,71,70,2
Acarbose,Sirolimus,Moderate,645.6,-8.5,645.24801352,321.0,914.2,6.0,913.55514157,195.0,71,444,2
Acarbose,Somapacitan,Moderate,645.6,-8.5,645.24801352,321.0,1310.5,-2.1,1309.62577482,544.0,71,1062,2
Acarbose,Sparfloxacin,Moderate,645.6,-8.5,645.24801352,321.0,392.4,0.1,392.1659969,98.9,71,445,2
Acarbose,Tacrolimus,Moderate,645.6,-8.5,645.24801352,321.0,804.0,2.7,803.48197664,178.0,71,236,2
Acarbose,Temsirolimus,Moderate,645.6,-8.5,645.24801352,321.0,1030.3,5.6,1029.60248569,242.0,71,446,2
Acarbose,Terbutaline,Moderate,645.6,-8.5,645.24801352,321.0,225.28,0.9,225.13649347,72.7,71,151,2
Acarbose,Teriflunomide,Major,645.6,-8.5,645.24801352,321.0,270.21,3.3,270.06161202,73.1,71,953,3
Acarbose,Tesamorelin,Moderate,645.6,-8.5,645.24801352,321.0,5136.0,-23.3,5134.7233503,2360.0,71,447,2
Acarbose,Thiethylperazine,Moderate,645.6,-8.5,645.24801352,321.0,399.6,5.4,399.18029028,60.3,71,320,2
Acarbose,Tioguanine,Moderate,645.6,-8.5,645.24801352,321.0,167.19,-0.1,167.02656635,111.0,71,492,2
Acarbose,Thioridazine,Moderate,645.6,-8.5,645.24801352,321.0,370.6,5.9,370.15374118,57.1,71,240,2
Thyrotropin alfa,Acarbose,Moderate,362.38,-2.5,362.1702532,150.0,645.6,-8.5,645.24801352,321.0,84,71,2
Acarbose,Tipranavir,Moderate,645.6,-8.5,645.24801352,321.0,602.7,7.0,602.20622782,114.0,71,448,2
Torasemide,Acarbose,Moderate,348.4,2.7,348.12561169,109.0,645.6,-8.5,645.24801352,321.0,85,71,2
Acarbose,Trabectedin,Moderate,645.6,-8.5,645.24801352,321.0,761.8,3.4,761.26183037,194.0,71,818,2
Acarbose,Triamcinolone,Moderate,645.6,-8.5,645.24801352,321.0,394.4,1.2,394.17916674,115.0,71,45,2
Acarbose,Trichlormethiazide,Moderate,645.6,-8.5,645.24801352,321.0,380.7,0.6,378.902181,135.0,71,291,2
Acarbose,Trifluoperazine,Moderate,645.6,-8.5,645.24801352,321.0,407.5,5.0,407.16430344,35.0,71,246,2
Acarbose,Triflupromazine,Moderate,645.6,-8.5,645.24801352,321.0,352.4,5.2,352.12210427,31.8,71,247,2
Acarbose,Alimemazine,Moderate,645.6,-8.5,645.24801352,321.0,298.4,4.7,298.15036988,31.8,71,449,2
Acarbose,Triptorelin,Moderate,645.6,-8.5,645.24801352,321.0,1311.4,-0.3,1310.63087474,490.0,71,450,2
Acarbose,Trovafloxacin,Moderate,645.6,-8.5,645.24801352,321.0,416.4,0.3,416.10962484,99.8,71,373,2
Acarbose,Vorinostat,Moderate,645.6,-8.5,645.24801352,321.0,264.32,1.9,264.1473925,78.4,71,451,2
Acarbose,Warfarin,Minor,645.6,-8.5,645.24801352,321.0,308.3,2.7,308.10485899,63.6,71,258,1
Ziprasidone,Acarbose,Moderate,412.9,4.0,412.1124602,76.7,645.6,-8.5,645.24801352,321.0,86,71,2
Lidocaine,Aprepitant,Moderate,234.34,2.3,234.17321333,32.3,534.4,4.2,534.15018768,75.2,87,3,2
Lidocaine,Bupropion,Major,234.34,2.3,234.17321333,32.3,239.74,3.2,239.1076919,29.1,87,97,3
Lidocaine,Cimetidine,Moderate,234.34,2.3,234.17321333,32.3,252.34,0.4,252.11571571,114.0,87,4,2
Lidocaine,Dexamethasone,Minor,234.34,2.3,234.17321333,32.3,392.5,1.9,392.19990218,94.8,87,7,1
Lidocaine,Kanamycin,Minor,234.34,2.3,234.17321333,32.3,484.5,-6.9,484.23805798,283.0,87,808,1
Lidocaine,Neomycin,Minor,234.34,2.3,234.17321333,32.3,614.6,-9.0,614.31228554,353.0,87,284,1
Lidocaine,Obeticholic acid,Moderate,234.34,2.3,234.17321333,32.3,420.6,5.7,420.32395988,77.8,87,661,2
Lidocaine,Omeprazole,Minor,234.34,2.3,234.17321333,32.3,345.4,2.2,345.11471265,96.3,87,66,1
Lidocaine,Streptomycin,Minor,234.34,2.3,234.17321333,32.3,581.6,-8.0,581.2656697,336.0,87,288,1
Troglitazone,Lidocaine,Minor,441.5,5.1,441.16099414,110.0,234.34,2.3,234.17321333,32.3,11,87,1
Phenylephrine,Acetohexamide,Moderate,167.2,-0.3,167.094628657,52.5,324.4,2.4,324.1143783,101.0,88,95,2
Phenylephrine,Albiglutide,Moderate,167.2,-0.3,167.094628657,52.5,3283.6,-14.6,3282.65028,1390.0,88,380,2
Phenylephrine,Alogliptin,Moderate,167.2,-0.3,167.094628657,52.5,339.4,0.6,339.16952493,93.7,88,481,2
Atropine,Chlorpheniramine,Moderate,289.4,1.8,289.1677936,49.8,274.79,3.4,274.1236763,16.1,48,89,2
Chlorpheniramine,Bupropion,Moderate,274.79,3.4,274.1236763,16.1,239.74,3.2,239.1076919,29.1,89,97,2
Phenylephrine,Canagliflozin,Moderate,167.2,-0.3,167.094628657,52.5,444.5,3.2,444.14067323,118.0,88,469,2
Phenylephrine,Chlorpropamide,Moderate,167.2,-0.3,167.094628657,52.5,276.74,2.3,276.0335411,83.7,88,98,2
Phenylephrine,Clidinium,Moderate,167.2,-0.3,167.094628657,52.5,352.4,3.3,352.19126869,46.5,88,49,2
Phenylephrine,Dapagliflozin,Moderate,167.2,-0.3,167.094628657,52.5,408.9,2.3,408.1339662,99.4,88,470,2
Dicyclomine,Chlorpheniramine,Moderate,309.5,5.5,309.266779359,29.5,274.79,3.4,274.1236763,16.1,50,89,2
Phenylephrine,Diethylpropion,Moderate,167.2,-0.3,167.094628657,52.5,205.3,2.8,205.14666423,20.3,88,118,2
Dronabinol,Chlorpheniramine,Moderate,314.5,7.0,314.224580195,29.5,274.79,3.4,274.1236763,16.1,51,89,2
Phenylephrine,Dulaglutide,Moderate,167.2,-0.3,167.094628657,52.5,3314.6,-14.3,3313.5972414,1380.0,88,498,2
Chlorpheniramine,Eliglustat,Moderate,274.79,3.4,274.1236763,16.1,404.5,3.7,404.26750763,71.0,89,463,2
Chlorpheniramine,Eluxadoline,Moderate,274.79,3.4,274.1236763,16.1,569.6,0.9,569.26381923,165.0,89,298,2
Phenylephrine,Empagliflozin,Moderate,167.2,-0.3,167.094628657,52.5,450.9,2.0,450.1445309,109.0,88,464,2
Phenylephrine,Ertugliflozin,Moderate,167.2,-0.3,167.094628657,52.5,436.9,1.7,436.1288808,109.0,88,499,2
Phenylephrine,Exenatide,Moderate,167.2,-0.3,167.094628657,52.5,4187.0,-21.0,4185.0306624,1780.0,88,500,2
Glimepiride,Phenylephrine,Moderate,490.6,3.9,490.22499137,133.0,167.2,-0.3,167.094628657,52.5,90,88,2
Phenylephrine,Glipizide,Moderate,167.2,-0.3,167.094628657,52.5,445.5,1.9,445.17837553,139.0,88,100,2
Phenylephrine,Glyburide,Moderate,167.2,-0.3,167.094628657,52.5,494.0,4.8,493.1438199,122.0,88,101,2
Chlorpheniramine,Glycerol phenylbutyrate,Moderate,274.79,3.4,274.1236763,16.1,530.6,6.7,530.26683893,78.9,89,63,2
Glycopyrronium,Chlorpheniramine,Moderate,318.4,3.1,318.20691876,46.5,274.79,3.4,274.1236763,16.1,91,89,2
Phenylephrine,Hyoscyamine,Moderate,167.2,-0.3,167.094628657,52.5,289.4,1.8,289.1677936,49.8,88,52,2
Insulin human,Phenylephrine,Moderate,5808.0,-13.1,5805.6443599,2450.0,167.2,-0.3,167.094628657,52.5,92,88,2
Phenylephrine,Insulin degludec,Moderate,167.2,-0.3,167.094628657,52.5,6104.0,-4.9,6101.8431193,2510.0,88,502,2
Phenylephrine,Insulin detemir,Moderate,167.2,-0.3,167.094628657,52.5,5917.0,-3.5,5914.7950469,2400.0,88,409,2
Insulin glargine,Phenylephrine,Moderate,6063.0,-14.1,6060.8251182,2590.0,167.2,-0.3,167.094628657,52.5,93,88,2
Phenylephrine,Insulin glulisine,Moderate,167.2,-0.3,167.094628657,52.5,5823.0,-12.1,5820.6440255,2450.0,88,410,2
Phenylephrine,Linagliptin,Moderate,167.2,-0.3,167.094628657,52.5,472.5,1.9,472.23352217,113.0,88,503,2
Phenylephrine,Liraglutide,Moderate,167.2,-0.3,167.094628657,52.5,3751.0,-3.4,3749.9498161,1510.0,88,504,2
Phenylephrine,Lixisenatide,Moderate,167.2,-0.3,167.094628657,52.5,4858.0,-30.8,4857.5510314,2090.0,88,505,2
Loperamide,Chlorpheniramine,Moderate,477.0,5.0,476.223056,43.8,274.79,3.4,274.1236763,16.1,23,89,2
Chlorpheniramine,Lorcaserin,Moderate,274.79,3.4,274.1236763,16.1,195.69,2.7,195.0814771,12.0,89,414,2
Phenylephrine,Mazindol,Moderate,167.2,-0.3,167.094628657,52.5,284.74,2.2,284.0716407,35.8,88,53,2
Chlorpheniramine,Mepenzolate,Moderate,274.79,3.4,274.1236763,16.1,340.4,3.2,340.19126869,46.5,89,294,2
Metformin,Phenylephrine,Moderate,129.16,-1.3,129.10144537,91.5,167.2,-0.3,167.094628657,52.5,9,88,2
Chlorpheniramine,Methscopolamine,Moderate,274.79,3.4,274.1236763,16.1,318.4,1.3,318.17053325,59.1,89,738,2
Chlorpheniramine,Metoclopramide,Moderate,274.79,3.4,274.1236763,16.1,299.79,2.6,299.1400546,67.6,89,24,2
Phenylephrine,Miglitol,Moderate,167.2,-0.3,167.094628657,52.5,207.22,-2.6,207.11067264,104.0,88,158,2
Morphine,Chlorpheniramine,Moderate,285.34,0.8,285.13649347,52.9,274.79,3.4,274.1236763,16.1,54,89,2
Nabilone,Chlorpheniramine,Moderate,372.5,6.4,372.26644501,46.5,274.79,3.4,274.1236763,16.1,55,89,2
Phenylephrine,Nateglinide,Moderate,167.2,-0.3,167.094628657,52.5,317.4,3.2,317.19909372,66.4,88,102,2
Phentermine,Phenylephrine,Moderate,149.23,1.9,149.120449483,26.0,167.2,-0.3,167.094628657,52.5,56,88,2
Phenylephrine,Pioglitazone,Moderate,167.2,-0.3,167.094628657,52.5,356.4,3.8,356.11946368,93.6,88,31,2
Phenylephrine,Pramlintide,Moderate,167.2,-0.3,167.094628657,52.5,3949.0,-15.7,3947.9240297,1740.0,88,508,2
Propantheline,Chlorpheniramine,Moderate,368.5,4.2,368.22256882,35.5,274.79,3.4,274.1236763,16.1,57,89,2
Phenylephrine,Repaglinide,Moderate,167.2,-0.3,167.094628657,52.5,452.6,5.2,452.26750763,78.9,88,32,2
Chlorpheniramine,Rolapitant,Moderate,274.79,3.4,274.1236763,16.1,500.5,4.4,500.18984705,50.4,89,510,2
Phenylephrine,Rosiglitazone,Moderate,167.2,-0.3,167.094628657,52.5,357.4,3.1,357.11471265,96.8,88,33,2
Phenylephrine,Saxagliptin,Moderate,167.2,-0.3,167.094628657,52.5,315.4,0.7,315.19467705,90.4,88,511,2
Phenylephrine,Scopolamine,Moderate,167.2,-0.3,167.094628657,52.5,303.35,0.9,303.14705815,62.3,88,58,2
Phenylephrine,Semaglutide,Moderate,167.2,-0.3,167.094628657,52.5,4114.0,-5.8,4112.1187318,1650.0,88,980,2
Phenylephrine,Sibutramine,Moderate,167.2,-0.3,167.094628657,52.5,279.8,5.4,279.1753775,3.2,88,70,2
Phenylephrine,Sitagliptin,Moderate,167.2,-0.3,167.094628657,52.5,407.31,0.7,407.11807909,77.0,88,513,2
Phenylephrine,Tolazamide,Moderate,167.2,-0.3,167.094628657,52.5,311.4,1.5,311.13036271,86.9,88,103,2
Phenylephrine,Tolbutamide,Moderate,167.2,-0.3,167.094628657,52.5,270.35,2.3,270.10381361,83.7,88,104,2
Troglitazone,Phenylephrine,Moderate,441.5,5.1,441.16099414,110.0,167.2,-0.3,167.094628657,52.5,11,88,2
Trospium,Chlorpheniramine,Moderate,392.5,4.4,392.22256882,46.5,274.79,3.4,274.1236763,16.1,59,89,2
Dextromethorphan,Dexfenfluramine,Major,271.4,3.4,271.193614421,12.5,231.26,3.4,231.123484,12.0,94,16,3
Dextromethorphan,Dolasetron,Major,271.4,3.4,271.193614421,12.5,324.4,3.4,324.1473925,62.4,94,17,3
Dextromethorphan,Fenfluramine,Major,271.4,3.4,271.193614421,12.5,231.26,3.4,231.123484,12.0,94,19,3
Dextromethorphan,Granisetron,Major,271.4,3.4,271.193614421,12.5,312.4,2.8,312.1950114,50.2,94,20,3
Dextromethorphan,Lorcaserin,Major,271.4,3.4,271.193614421,12.5,195.69,2.7,195.0814771,12.0,94,414,3
Dextromethorphan,Ondansetron,Major,271.4,3.4,271.193614421,12.5,293.4,2.3,293.152812238,39.8,94,27,3
Palonosetron,Dextromethorphan,Major,296.4,2.8,296.188863393,23.6,271.4,3.4,271.193614421,12.5,28,94,3
Dextromethorphan,Sibutramine,Major,271.4,3.4,271.193614421,12.5,279.8,5.4,279.1753775,3.2,94,70,3
Acetohexamide,Acebutolol,Moderate,324.4,2.4,324.1143783,101.0,336.4,1.7,336.20490738,87.7,95,96,2
Acetylsalicylic acid,Acebutolol,Minor,180.16,1.2,180.04225873,63.6,336.4,1.7,336.20490738,87.7,60,96,1
Atropine,Acebutolol,Moderate,289.4,1.8,289.1677936,49.8,336.4,1.7,336.20490738,87.7,48,96,2
Betamethasone,Acebutolol,Moderate,392.5,1.9,392.19990218,94.8,336.4,1.7,336.20490738,87.7,13,96,2
Acebutolol,Budesonide,Moderate,336.4,1.7,336.20490738,87.7,430.5,2.5,430.2355388,93.1,96,459,2
Bupropion,Acebutolol,Moderate,239.74,3.2,239.1076919,29.1,336.4,1.7,336.20490738,87.7,97,96,2
Acebutolol,Canagliflozin,Moderate,336.4,1.7,336.20490738,87.7,444.5,3.2,444.14067323,118.0,96,469,2
Chlorpropamide,Acebutolol,Moderate,276.74,2.3,276.0335411,83.7,336.4,1.7,336.20490738,87.7,98,96,2
Cimetidine,Acebutolol,Moderate,252.34,0.4,252.11571571,114.0,336.4,1.7,336.20490738,87.7,4,96,2
Clidinium,Acebutolol,Moderate,352.4,3.3,352.19126869,46.5,336.4,1.7,336.20490738,87.7,49,96,2
Acebutolol,Dapagliflozin,Moderate,336.4,1.7,336.20490738,87.7,408.9,2.3,408.1339662,99.4,96,470,2
Acebutolol,Dexamethasone,Moderate,336.4,1.7,336.20490738,87.7,392.5,1.9,392.19990218,94.8,96,7,2
Dicyclomine,Acebutolol,Moderate,309.5,5.5,309.266779359,29.5,336.4,1.7,336.20490738,87.7,50,96,2
Dolasetron,Acebutolol,Major,324.4,3.4,324.1473925,62.4,336.4,1.7,336.20490738,87.7,17,96,3
Dronabinol,Acebutolol,Moderate,314.5,7.0,314.224580195,29.5,336.4,1.7,336.20490738,87.7,51,96,2
Acebutolol,Empagliflozin,Moderate,336.4,1.7,336.20490738,87.7,450.9,2.0,450.1445309,109.0,96,464,2
Acebutolol,Ephedrine,Moderate,336.4,1.7,336.20490738,87.7,165.23,0.9,165.115364102,32.3,96,395,2
Epinephrine,Acebutolol,Moderate,183.2,-1.4,183.08954328,72.7,336.4,1.7,336.20490738,87.7,99,96,2
Acebutolol,Ertugliflozin,Moderate,336.4,1.7,336.20490738,87.7,436.9,1.7,436.1288808,109.0,96,499,2
Glimepiride,Acebutolol,Moderate,490.6,3.9,490.22499137,133.0,336.4,1.7,336.20490738,87.7,90,96,2
Glipizide,Acebutolol,Moderate,445.5,1.9,445.17837553,139.0,336.4,1.7,336.20490738,87.7,100,96,2
Glyburide,Acebutolol,Moderate,494.0,4.8,493.1438199,122.0,336.4,1.7,336.20490738,87.7,101,96,2
Acebutolol,Glycerol phenylbutyrate,Moderate,336.4,1.7,336.20490738,87.7,530.6,6.7,530.26683893,78.9,96,63,2
Glycopyrronium,Acebutolol,Moderate,318.4,3.1,318.20691876,46.5,336.4,1.7,336.20490738,87.7,91,96,2
Hydrocortisone,Acebutolol,Moderate,362.5,1.6,362.20932405,94.8,336.4,1.7,336.20490738,87.7,41,96,2
Hyoscyamine,Acebutolol,Moderate,289.4,1.8,289.1677936,49.8,336.4,1.7,336.20490738,87.7,52,96,2
Insulin human,Acebutolol,Moderate,5808.0,-13.1,5805.6443599,2450.0,336.4,1.7,336.20490738,87.7,92,96,2
Acebutolol,Insulin degludec,Moderate,336.4,1.7,336.20490738,87.7,6104.0,-4.9,6101.8431193,2510.0,96,502,2
Acebutolol,Insulin detemir,Moderate,336.4,1.7,336.20490738,87.7,5917.0,-3.5,5914.7950469,2400.0,96,409,2
